thread_id,turn_pos,tweet_id,author_id,inbound,text,parent,cluster_k9
1276,1,643177,microsofthelps,False,@272697 Hello.  We want to make sure everything is good on your end. Feel free to update us anytime.,643178,1
1276,2,643179,microsofthelps,False,"@272697 Hi, Adam. Let's Figure it out. Just to verify, when was the last time you've successfully accessed your account?",643178,1
1277,1,643180,microsofthelps,False,"@272698 Let us help you check on a resolution for this, Fiona. What were the symptoms of your Surface Pro 4? What troubleshooting steps have you went through to resolve the problem?",643182,4
1278,1,643183,microsofthelps,False,@272699 Hello.  We want to make sure everything is good on your end. Feel free to update us anytime.,643184,6
1278,2,643185,microsofthelps,False,"@272699 Hi. We're here for you. Just to verify, have you successfully installed Windows 10 on your device? Feel free to reach out to us anytime.",643184,6
1279,2,643197,microsofthelps,False,"@272700 Let's investigate this, Scott. Are you still experiencing the issue?",643196,8
1279,3,643194,microsofthelps,False,@272700 We want this to be taken care of. For in-depth support we suggest contacting the Answer Desk on this link: https://t.co/U8m9dzKl0n. Let us know if you encounter any issues contacting them.,643195,8
1279,6,978909,microsofthelps,False,@272700 Hmm. Can you try logging in https://t.co/YU2J8pMDLx?,978910,8
1279,9,643191,microsofthelps,False,"@272700 Hmm. In this case, let’s ask further assistance from our Answer Desk team: https://t.co/9XYWvo41XF to diagnose what’s causing the issue. Do let us know if you encounter any challenges contacting them.",643192,8
1279,10,978907,microsofthelps,False,"@272700 If that's the case, Scott. It could be a browser issue. Have you tried clearing browsing history? Or used a different browser?",978908,8
1279,13,643186,microsofthelps,False,@272700 Did Answer desk provide you a service request number? For us to escalate the issue further.,643188,8
1279,14,978904,microsofthelps,False,"@272700 For that instance, let's perform a clean boot and check if the issue persists. Here's how: https://t.co/zWIcWWf5tB.",978906,8
1279,17,643189,microsofthelps,False,@272700 We always want the best for you. We highly recommend that you contact our Answer Desk again to get the service request number and have the issue escalated.,643187,8
1279,18,643190,microsofthelps,False,@272700 We would like to know your feedback and suggestion about our Twitter support. Share it here: https://t.co/CUwrj09CJL. Kindly include Social Media Case #1255954 in the comments section of your survey as a reference. Thank you.,643187,8
1280,1,643198,microsofthelps,False,"@272701 Oh no! Let's take a look at this, Christine. Are you using Outlook app or https://t.co/5TaBCXgvik? Are you getting any error messages?",643200,6
1281,1,643205,microsofthelps,False,"@272702 We're here to help, Kristie. Which Windows operating system are you using? Tell us more information about your concern.",643206,1
1281,3,643201,microsofthelps,False,"@272702 Hmm. The update must have updated the driver of the touch screen. We suggest that you boot in safe mode, then disable the touch screen. Check the steps here: https://t.co/7sySl5VLon. Let us know how things go.",643203,1
1281,5,643204,microsofthelps,False,"@272702 To better assist you, please confirm the make and model of device that you are using.",643202,1
1282,1,643622,microsofthelps,False,@272817 Hi. Let’s figure it out. Which version of PowerPoint are you using on your device?,643623,1
1282,2,643624,microsofthelps,False,@272817 Hello. We want to make sure everything is good on your end. Feel free to update us anytime.,643623,1
1282,4,751978,microsofthelps,False,"@272817 Thanks for the info. For us to isolate your concern, let's try the troubleshooting steps listed here: https://t.co/ljJgLm4DDT. https://t.co/3qcAsLFkaY",751977,1
1282,7,751981,microsofthelps,False,"@272817 In that case, we suggest you to contact our support group on this link for further assistance: https://t.co/JgXtaEbaXu.",751979,1
1282,8,751982,microsofthelps,False,@272817 Hi! We'd like to follow up on the status of your issue. Kindly inform us if you still need assistance.,751979,1
1282,9,751983,microsofthelps,False,"@272817 Hi! Were we able to resolve your issue? If so, please let us know about your experience here: https://t.co/6D0aBtwgtz.",751979,1
1283,1,643625,microsofthelps,False,@272818 Hello there. It seems that you're having issue with Skype. Can you give us more details about it?,643627,6
1283,3,643628,microsofthelps,False,@272818 2/2 welcome. We suggest that you post this issue in our feedback page: https://t.co/sc776VdPkD.,643626,6
1283,4,643629,microsofthelps,False,"@272818 ½ Got it. That's how apps usually works. As soon as you reinstall it, the latest version will be installed. Feedback are always",643626,6
1284,1,643630,microsofthelps,False,"@272819 Hi. We're here to help, Griff. Could you tell us more details about the issue? Send it via DM.",643631,1
1285,6,644454,microsofthelps,False,@272968 Hello there. Thank you for reaching out. Let's work on this together. When did the black screen occurred? Can you send us a short video clip of the error? We'll keep an eye out for your response.,644455,6
1285,16,644446,microsofthelps,False,@272968 Sure! Let us know how things go. Fingers crossed!,644445,6
1285,21,644435,microsofthelps,False,@272968 Just doing a follow up. How's everything on your end now? Was your issue resolved? Please let us know.,644437,6
1285,22,644440,microsofthelps,False,@272968 Hmm. You might need to manually update your driver if automatic update won't show up. We suggest that you update the driver to the latest version and see if you'll still experience any issues. Keep us posted.,644437,6
1285,24,644438,microsofthelps,False,"@272968 If you have another question in the future, don't hesitate to contact us again.",644436,6
1285,25,644439,microsofthelps,False,"@272968 Please let us know about your experience with us here: https://t.co/va0Zu2N5Ha. As a reference, we'd appreciate if you include this case ID 1266603 in the comments section of your survey.

Subscribe to our newly launched CSS Youtube channel:  https://t.co/EbCwPDKvbc.",644436,6
1286,1,644473,microsofthelps,False,"@272971 Hi, Rob. We still want to make this right for you. Were you able to obtain a Service Request number from our support? If yes, kindly send it through Direct Message. Thank you. https://t.co/3qcAsLFkaY",644474,3
1287,1,644481,microsofthelps,False,"@227869 Hello, Ryan. We're here to help. To better assist you, please tell us more about your concern.",644482,0
1287,3,644478,microsofthelps,False,"@227869 Hi, Ryan. Checking back with you, was your issue resolved? Please let us know how we could further assist you.",644479,0
1287,4,644480,microsofthelps,False,"@227869 Let's work on this, Ryan. Check this link to help you: https://t.co/cSAduOIjzx. Let us know how it goes.",644479,0
1287,6,644475,microsofthelps,False,"@227869 Hi, Ryan! Do you still need our assistance? If yes, just let us know and we’re here for you.",644476,0
1287,7,644477,microsofthelps,False,@227869 Sure! Anytime at your own convenience. We're here with you. 🙂,644476,0
1288,1,644492,microsofthelps,False,"@272972 Hi. Thank you for reaching out, Callum. Just to clarify, Which Windows version are you running? Were there any changes made prior to the issue?",644494,1
1288,4,644490,microsofthelps,False,"@272972 Thank you for the information. For black screen issues, we suggest checking this link: https://t.co/lCHWvUMJza. Let us know how it turns out.",644491,1
1288,7,644487,microsofthelps,False,@272972 Got it. Let's ask for in-depth assistance from our Answer Desk team here: https://t.co/4D5uVhNQg8. Let us know if you encounter any issues contacting them.,644488,1
1288,9,644483,microsofthelps,False,"@272972 Hi, Callum. Following up with you to see if your issue got resolved. Message us back if you need further assistance.",644485,1
1288,11,644486,microsofthelps,False,"@272972 Thank you for getting back to us. For better assistance, please send us a screenshot through Direct Message. We'll keep an eye out for your response. https://t.co/3qcAsLFkaY",644484,1
1289,1,644495,microsofthelps,False,"@272973 Hi, Anthony. We do realize that this situation is difficult, but allow us to find a solution. Which version of Windows are you using? Are you getting error messages when attempting to connect to the internet?",644496,1
1289,2,644497,microsofthelps,False,"@272973 Hi, Anthony! Do you still need further help? We want to make sure that everything is sorted. 😊",644496,1
1290,1,644498,microsofthelps,False,"@272974 Hello, Erna. Checking back with you. How did things go? Is everything good on your end? Don't hesitate to shoot us a message if you need further help. 😊",644499,8
1290,2,644500,microsofthelps,False,"@272974 Hi, Erna. We're here to help. Visit this link to help you fix this error message: https://t.co/R6zBk69XTa. Let us know how it goes.",644499,8
1291,2,644506,microsofthelps,False,@272975 Hello there. Thank you for reaching out. Help is here. Were there any recent changes made on the device prior to this issue? Have you tried any troubleshooting steps so far?,644507,5
1291,4,644503,microsofthelps,False,@272975 Hello! Just checking back with you. We have noticed that you haven't replied to our message. How did things go? Is everything good on your end? Feel free to message us back if you need further help. 😊,644504,5
1291,5,644505,microsofthelps,False,"@272975 We want to make sure to provide with correct troubleshooting steps. Just to clarify, do you get any error message upon signing in? Could send us a screenshot of how your computer looks like for both sign-ins? Please get back to us so we can help you sort this out.",644504,5
1292,1,644509,microsofthelps,False,"@272976 We hope that everything is working fine now, Philip. Share us your thoughts about our support here: https://t.co/XgOWySsfMR.",644510,5
1292,2,644511,microsofthelps,False,"@272976 Let’s get this done, Philip. You can refer to this link to know more about your issue on your account: https://t.co/AXNTEvLcEJ",644510,5
1292,3,644512,microsofthelps,False,@272976 Hi. Just doing a follow-up. Is everything working on your end now? We want to make sure everything is up and running.,644510,5
1292,5,2157531,microsofthelps,False,@272976 Perfect! You're most welcome. Feel free to contact us again if you need further assistance.,2157530,5
1293,1,644513,microsofthelps,False,@181562 Hello. Checking back with you! Were we able to help with your concern? Let us know so that we can help you.,644514,7
1293,2,644515,microsofthelps,False,"@181562 Hi. Let's investigate this. To isolate this issue, you can boot your device in safe mode. To do that, you can follow the steps on this link: https://t.co/f998fAkX1B. Under ""From the sign -in screen"". Let us know how it goes.",644514,7
1293,3,644516,microsofthelps,False,"@181562 We'd love to hear from you. Please let us know about your experience with us here: https://t.co/7XuV12I3VH. As a reference, we'd appreciate it if you include this case ID 1260585 in the comments section of your survey. Thank you.",644514,7
1294,1,644524,microsofthelps,False,"@272977 Hi, Marie. Let's help you handle this matter. May we know if it was the Fall Creators Update that your computer acquired? Are you getting any error messages when you attempt to turn on either of them? Have you done any troubleshooting steps on your part?",644525,6
1294,3,644517,microsofthelps,False,"@272977 Hi, Marie. Just doing a follow-up. Let us know if you still need assistance.",644519,6
1294,4,644522,microsofthelps,False,"@272977 Thanks for the additional info, Marie. Let's try to isolate the issue. Try creating a new user profile and check if the issue still persists.",644519,6
1294,7,644520,microsofthelps,False,@272977 Good to hear that! Let us know if you need anything else.,644518,6
1294,8,644521,microsofthelps,False,@272977 We'd like to hear from you! Let us know your feedback about your experience with our support here: https://t.co/jF1pJ3lRlu.,644518,6
1295,1,644533,microsofthelps,False,@272978 Let's investigate this further. Which Windows version are you using? Were there changes made to your device prior to this issue?,644534,8
1295,4,644530,microsofthelps,False,@272978 Kindly check out Jessen P's answer regarding your concern with the said error message when unplugging your external hard drive. Here's the link: https://t.co/oWYscjSHnd. Let us know how it goes. https://t.co/3qcAsLFkaY,644531,8
1295,6,644526,microsofthelps,False,@272978 Hi! Just checking back on you. Were you able to contact our Answer Desk team?,644527,8
1295,7,644528,microsofthelps,False,"@272978 Oh no! If that's the case, it'd be best if you contact our Answer Desk team for further assistance. Click here: https://t.co/dtY0NYtmto. Feel free to tweet us back if you encounter any issues contacting them.",644527,8
1295,8,644529,microsofthelps,False,@272978 We'd love to heat from you! Help us improve our support by clicking this link: https://t.co/TdUkIYE1cq. Thank you.,644527,8
1296,1,644535,microsofthelps,False,@272979 Hi there! We're here to address your Windows 10 concern. Have you tried any troubleshooting steps to fix the flickering screen? Are you getting error messages?,644537,2
1296,3,644538,microsofthelps,False,@272979 Thanks for the response and the video. Let’s sort the flickering screen by following the steps on this link: https://t.co/Xh1y4hHtXF. Let us know if you need further assistance.,644536,2
1297,1,644540,microsofthelps,False,"@240420 Hello, Andrew! We'd like to follow up on the status of your concern. Feel free to reach us back if you need further assistance.",644541,1
1297,2,644542,microsofthelps,False,"@240420 Hello! Let's figure this out, Andrew. When did you start receiving this notifications? Does this happen often?",644541,1
1298,1,644550,microsofthelps,False,"@272980 Hello. Let's take a look at this. To troubleshoot this issue, follow Harshavardhan Rathod's post on this link: https://t.co/ei0pVFDX3d. Let us know the result.",644551,1
1298,3,644548,microsofthelps,False,"@272980 Let’s sort the touchpad issue by performing a clean boot, here’s how: https://t.co/hHv0WeY0ay. Let us know if you need further help.",644549,1
1298,5,644543,microsofthelps,False,@272980 Hello. Just checking up on you. Were you able to contact our Answer Desk team?,644545,1
1298,6,644547,microsofthelps,False,"@272980 Got it. For in-depth troubleshooting in resolving this issue, let's seek the help of our Answer Desk team. Contact them here: https://t.co/Wx596vGgdU. Kindly secure a service request number for reference.",644545,1
1298,8,644546,microsofthelps,False,"@272980 Thanks for the info. For better assistance, we suggest contacting our Answer Desk team so they can look at the issue. Click here to reach them: https://t.co/ADak6JpArD. Let us know if you encounter any issues in contacting them.",644544,1
1299,1,644552,microsofthelps,False,@272981 Hi. May we know if your issue got resolved? Get back to us so that we can help you.,644553,6
1299,2,644554,microsofthelps,False,"@272981 Hi. We're here to help, Jazz. We'd like to know if you made any recent changes prior this issue? Have you installed any application or program?",644553,6
1300,1,644562,microsofthelps,False,"@272982 Hi, Connor! We're here to help you. Can you tell us what happened? Which Windows version are you using? Are you getting any error messages? https://t.co/3qcAsLFkaY",644564,8
1300,4,644559,microsofthelps,False,"@272982 To assist you in reactivating your Windows 10 after a hardware change, follow the troubleshooting steps on this link: https://t.co/Vc1QsDButL. Let us know the result.",644561,8
1300,7,644556,microsofthelps,False,@272982 Just doing a follow-up. Is everything working on your end now? Let us know so we can help you further.,644557,8
1300,8,644558,microsofthelps,False,"@272982 Just to clarify, did you log in to your Microsoft account when you upgrade or install the Windows 10 prior to the issue?",644557,8
1301,1,644565,microsofthelps,False,@272983 We'd like to hear from you! Let us know your feedback about your experience with our support here: https://t.co/UdngQgYjnz.,644566,7
1301,2,644567,microsofthelps,False,@272983 Good day! How are you? Checking back with you. Is everything working on your end? Let us know if you need further assistance.,644566,7
1301,3,644568,microsofthelps,False,@272983 2/2 Follow the steps provided under Restore from a system restore point that can be found on this link: https://t.co/fRAOjn1Y8A.,644566,7
1301,4,644569,microsofthelps,False,"@272983 1/2 Hello, James! Let’s try to revert the previous version and see if the issue persists, you can use a system restore point.",644566,7
1302,1,644578,microsofthelps,False,@272984 Hi! Help is here. Let's troubleshoot the issue by performing a clean boot: https://t.co/ZuEsftEK9a. Give us an update.,644579,7
1302,4,644574,microsofthelps,False,@272984 Hi. Let's work this out. Use the keyboard shortcut “Windows Key + R”. Write “msconfig” and press Enter or OK. Or you can 1/2,644575,7
1302,5,644576,microsofthelps,False,@272984 check this link on how: https://t.co/772lj5oP7q. Keep us posted. 2/2,644575,7
1302,7,644570,microsofthelps,False,@272984 Hi. Is everything working on your end now?  Share us your thoughts about our support here: https://t.co/RMtIYqNtdk.,644572,7
1302,8,644573,microsofthelps,False,@272984 We suggest that you contact our Answer Desk team for in-depth support about the issue on MSConfig: https://t.co/lHT4RZXWyB.,644572,7
1303,1,644580,microsofthelps,False,"@272985 Hi. Just doing a follow-up. Have you contacted the support on the link provided? If so, please share us your experience:   
https://t.co/7uGLsN8k7U. Let us know us that we can assist you further.",644581,1
1303,2,644582,microsofthelps,False,@272985 Hi. Let's see what @XboxSupport can suggest in resolving this error code 0x91d70000. You can tweet them or send a DM. You'll be in good hands with them.,644581,1
1304,1,647607,microsofthelps,False,"@273848 Let's investigate this, Alex. Can you send us the case number in DM so we can check it? https://t.co/3qcAsLFkaY",647609,3
1304,4,647604,microsofthelps,False,"@273848 Upon checking your case, the email was sent to you yesterday by Jhun of Surface Support to inform you that your case is already with our higher tier and they're just waiting for their reply and updates. They will update you on the result once done with the investigation.",647606,3
1305,1,647610,microsofthelps,False,@273849 Hello. We'd like to get more info on this. Can you share more details on what you're trying to do? Are you sending files from another PC to your Surface Pro?,647612,1
1306,2,648085,microsofthelps,False,"@273979 (1/2) Hi, David! We certainly value your idea regarding this matter. https://t.co/3qcAsLFkaY",648086,1
1306,3,648087,microsofthelps,False,@273979 (2/2) Please help us improve our products and services by sharing your feedback here: https://t.co/6eWHieEsNk. https://t.co/3qcAsLFkaY,648086,1
1307,1,651787,microsofthelps,False,@274991 How did everything work out? Following up with you to see if your issue got resolved? https://t.co/3qcAsLFkaY,651788,1
1307,2,651789,microsofthelps,False,@274991 Hi. Help is here. Check out this link if you're having issues redeeming your beta code for Xbox: https://t.co/uu7wFp7XPw. https://t.co/3qcAsLFkaY,651788,1
1307,3,651790,microsofthelps,False,@274991 We’d love to hear back from you about your experience with us! Please let us know here: https://t.co/cz4IETSLzb. https://t.co/3qcAsLFkaY,651788,1
1308,1,653455,microsofthelps,False,"@160199 We’re here to help. Just to clarify, are you getting any error messages after the update. Also, please send us a screenshot of the games that were being downloaded after the update.",653456,1
1309,1,653457,microsofthelps,False,@275405 Hi. Just checking up on you. Do you still need our help?,653458,1
1309,2,653459,microsofthelps,False,"@275405 Hi, Daniel. How can we help? Do you need our assistance?",653458,1
1310,1,653475,microsofthelps,False,@275406 Hi. Thank you for bringing this up. Have you tried restarting your device? Please make sure that you're connected to the internet.,653476,1
1310,3,653473,microsofthelps,False,"@275406 Let's sort this out, Wes. Are you using Mail for Windows 10? Can you provide as a screenshot of where it's stuck?",653474,1
1310,5,653470,microsofthelps,False,"@275406 We appreciate the screenshot! Have you tried running the troubleshooter for Windows apps? If not, here's how: https://t.co/dX8D1wRrRx. Also, you can follow the troubleshooting steps posted by Nachappa C K here: https://t.co/nruCmfP7X9. Let us know how it goes.",653472,1
1310,10,653465,microsofthelps,False,@275406 Let's sort this out by updating your drivers. Kindly follow the steps on this link: https://t.co/Dq1dStp3Vw. Let us know the result.,653467,1
1310,13,653460,microsofthelps,False,"@275406 Hello, Wes. Just doing a follow-up on your case. Are you still experiencing the issue?",653462,1
1310,14,653464,microsofthelps,False,"@275406 You can press and hold the Windows key + R, then type in wsreset.exe. It'll reset the cache of the Windows store where we can try to update the Mail app for Windows 10. Let us know how things go.",653462,1
1310,18,660181,microsofthelps,False,@275406 Hmm. Have you tried updating your webcam drivers? You can follow the steps here: https://t.co/MH98kwnYe3.,660183,1
1310,21,660177,microsofthelps,False,@275406 How about plugging the webcam into a different USB port? It should attempt to reconnect the camera again.,660179,1
1310,23,660180,microsofthelps,False,"@275406 This is noted, Wes. We'll wait for your update.",660178,1
1311,3,653477,microsofthelps,False,"@275407 Thank you for the update. Just to clarify, are you still experiencing issue in changing the administrator on Windows 10 PC? Also, are you getting any error messages when transferring the Xbox gamertag?",653479,1
1311,5,653480,microsofthelps,False,"@275407 Thanks for the info. To further assist you with your concern, it'd be best to get in touch with our Xbox Support Experts using this link: https://t.co/9obnpprmMz. You may also send them a DM here: https://t.co/WjJI6Y76G6. Let us know how it goes. https://t.co/3qcAsLFkaY",653478,1
1311,7,653482,microsofthelps,False,@275407 Thank you for making it clear. You can contact our Answer Desk via this link: https://t.co/pqnJcq2ehn. Keep us on the loop.,653481,1
1312,1,653485,microsofthelps,False,"@275408 Let us help you resolve the Surface Pen problem on your Surface Pro 2017, Emil. Uninstall Surface Pen driver under Mice and other pointing devices in Device Manager and then restart your Surface. To access Device Manager, click here: https://t.co/Q0Hew21KU9",653487,2
1312,4,653489,microsofthelps,False,"@275408 Have you tried adjusting the sensitivity of the touch screen for the pen and touch? If not yet, you can adjust it by installing the Surface App. You can find it on this link: https://t.co/w17ibC091S",653488,2
1312,10,653495,microsofthelps,False,"@275408 It looks like you've already tried several troubleshooting steps to resolve this concern. To get to the bottom of things, we suggest that you contact our Answer Desk for further assistance. Here's the link: https://t.co/bpiiMaqpze",653494,2
1313,1,655716,microsofthelps,False,@275986 We’re here to help. Please provide us more details about the issue you’ve encountered for us to assist you further.,655717,1
1314,1,655718,microsofthelps,False,"@275987 It's our pleasure to assist you, John. Did you receive an error message? We suggest you to run SFC Scan and check if it resolves the issue.
Click on: https://t.co/APf8yQPgCF. Let us know how it goes.",655720,8
1314,3,655721,microsofthelps,False,"@275987 Since you can access task manager, you can run the SFC command by selecting File-&gt; Run New task-&gt; type ""cmd"". You can now run the System File checker under command prompt.",655719,8
1314,5,655723,microsofthelps,False,@275987 You're very welcome. Just keep us updated for us to further assist you with your issue.,655722,8
1314,7,655725,microsofthelps,False,@275987 Thank you for the information. You can start your computer in safe mode: https://t.co/GQnfYATBig and try performing a clean boot: https://t.co/wNx0E2jDsv. Let us know how it goes.,655724,8
1314,9,655727,microsofthelps,False,"@275987 While on safe mode, we suggest running System File Checker (SFC) to repair your issue. Click this link: https://t.co/cpz8vfUuHc. Let us know how it turns out.",655726,8
1314,11,655729,microsofthelps,False,"@275987 In this case, we suggest that you get in touch with Answer Desk for thorough troubleshooting session: https://t.co/VOTo7PrIuX.",655728,8
1315,1,656178,microsofthelps,False,"@276101 Hi, Anip! If you’re referring to our Microsoft Excel, we’d love to be part of your learning journey. 🙂 Which version do you have?",656180,0
1316,1,658726,microsofthelps,False,"@276836 Hi Zack. We're here for you. After you noticed the issue, what solutions have you tried to resolve it? Did you install the latest update for your Surface? We recently released an update which contain a hotfix to resolve the flickering screen.",658727,4
1317,1,658732,microsofthelps,False,"@276839 Hello! It's our pleasure to assist you, Mark. Did you receive an error message? Let us know so we can help you further.",658735,1
1317,4,658736,microsofthelps,False,"@276839 Let's fix this. We suggest that you check the app updates. From app list, go to Microsoft Store &gt; Menu &gt; Downloads and updates &gt; Get updates. Refer to this link for more info: https://t.co/cbsWoxsaeZ. Let us know how it works.",658733,1
1317,8,658739,microsofthelps,False,"@276839 In that case, we suggest that you get in touch with our Answer Desk support for more in-depth troubleshooting. You may contact them on this link: https://t.co/j9LMM5VUNf.",658738,1
1317,9,658740,microsofthelps,False,"@276839 Hi, Mark. How's everything? Please let us know more about your experience here: https://t.co/uDUrfXRyZU.",658738,1
1317,11,658742,microsofthelps,False,"@276839 Just to verify, were you able to contact Answer Desk and get a Service Request number? So we can escalate this case to our Tier 3 team. You can reply through this link: https://t.co/3qcAsLFkaY",658741,1
1317,13,658744,microsofthelps,False,@276839 You may share your feedback through our Feedback hub link: https://t.co/zyaysR7L8O. This will greatly help our Engineers to investigate this matter. Feel free to contact us back if you need anything else.,658743,1
1318,2,658747,microsofthelps,False,@276840 We don't want you to feel that way. Please tell us more about the issue you're having so that we can properly assist you with your concern.,658748,4
1319,1,658758,microsofthelps,False,@276841 Hi Russell. We got you covered. When did this issue start? What troubleshooting steps have you done so far? What version and build of the operating system is running on your device?,658760,4
1319,4,658756,microsofthelps,False,@276841 We appreciate your response. We suggest that you update your display adapter on the device manager by following the steps on this link: https://t.co/sH41IJGu3m Feel free to tweet us back if you need further assistance.,658757,4
1319,6,658751,microsofthelps,False,@276841 Hi. We just wanted to follow up on your concern. Were we able to address the problem?,658753,4
1319,7,658755,microsofthelps,False,"@276841 If updating the display adapter from the Device Manager doesn't work, you may also download the display driver here: https://t.co/tHZ69sPIwm",658753,4
1319,9,658754,microsofthelps,False,"@276841 In this case, we suggest that you contact our Answer Desk for further assistance. Here's the link: https://t.co/NBcdyLuTL3",658752,4
1320,2,659332,microsofthelps,False,@276999 Hi. Thanks for reaching out. Pls be advised to delete your post with your email and send us the information through DM instead.,659335,1
1321,1,660172,microsofthelps,False,@143463 Hi Chrissy! Let us help you. You can follow the steps on how to troubleshoot blue screen errors here: https://t.co/T6YFuwRoZm.,660174,2
1321,3,660175,microsofthelps,False,"@143463 Thank you for the information. For stop code DPC WATCHDOG VIOLATION, we suggest checking the answer of ZigZag3143 (MS -MVP) on this link: https://t.co/kO0iGpbd16. Let us know how it turns out.",660173,2
1322,1,660829,microsofthelps,False,"@277436 Hello! It's our pleasure to assist you, Brendan. How can we best assist you? Can you tell us the specific problem that you are experiencing?",660831,6
1322,3,660832,microsofthelps,False,"@277436 Hi, Brendan. How fast updates install depends on various factors, such as your computer’s processing power or the speed of your Internet connection, and the size of the update file. Should you need further assistance, please let us know. https://t.co/3qcAsLFkaY",660830,6
1322,4,660833,microsofthelps,False,@277436 Help us improve our Twitter support by answering our survey on this link: https://t.co/tbNysdyBw9. Thank you. https://t.co/3qcAsLFkaY,660830,6
1323,1,660834,microsofthelps,False,"@277437 Hello, Conor! Let's discuss this further via DM so that we can provide the full resolution for this issue.",660836,3
1324,1,660837,microsofthelps,False,"@277438 Hi, Gerard. How was your experience with our support? Feel free to rate us here: https://t.co/naEN4yve7a. Please include your Social Media Case ID #1266348 in the comments section of your survey as a reference.",660838,1
1324,2,660839,microsofthelps,False,"@277438 Hi, Gerard. Thank you for reaching out. To get better assistance and support, we suggest that you post a tweet or DM our friends from @XboxSupport or you can chat with them here: https://t.co/nXya3svryb. You'll be in good hands.",660838,1
1325,1,660840,microsofthelps,False,"@277439 Hi Sean. That was strange. Can you tell us when the issue started and if you received any error codes? Have you tried to check for and install the latest update, and then reboot your Surface Book 2? What troubleshooting steps have you tried so far?",660842,1
1325,3,660843,microsofthelps,False,@277439 Thank you for the update. We suggest that you download and run the Surface Diagnostic Toolkit to troubleshoot the issue. Click here: https://t.co/Kx7x0VryNa,660841,1
1326,1,660844,microsofthelps,False,@277440 Hi. We only provide English support on this account. You can tweet or DM @11184 for further assistance. You'll be in good hands.,660845,1
1326,2,660846,microsofthelps,False,@277440 Hello. Did you get in touch with @11184? Let us know on how we can improve our support here: https://t.co/zngXRUuhWz.,660845,1
1327,1,660847,microsofthelps,False,"@277441 We're here to help, Larry! Have you made any changes prior to this issue?  Is there an error message?",660848,0
1328,1,660849,microsofthelps,False,"@277442 Hi Ann. We're here to help. Can you tell us which Surface device you are using? Have you tried to check for and install the update, and then reboot your device? What troubleshooting steps have you tried so far to resolve the issue?",660850,1
1329,1,662454,microsofthelps,False,"@277843 Hi, Alina! We're here to help. Which version of Windows are you using? Have you tried looking for the apps using the Search box? We'd appreciate more information about your concern.",662455,1
1329,3,662451,microsofthelps,False,@277843 We would like to follow-up on the status of your concern. We want to ensure that you receive the best support needed. Feel free to message us back if you need further assistance.,662452,1
1329,4,662453,microsofthelps,False,"@277843 Hello! It's our pleasure to assist you, Alina. The easiest way to troubleshoot missing apps after installing Windows 10 is to follow Meliton Dec's steps to this link: https://t.co/NASPQyO0xX. Let us know how it turns out.",662452,1
1330,1,662456,microsofthelps,False,@277844 We make sure that we leave no customer left behind. We would like to know if you are still experiencing this issue?,662457,1
1330,2,662458,microsofthelps,False,"@277844 Hello, Jacob. Thank you for bringing this to our attention. Which Windows version are you using? Are you getting any error message?",662457,1
1331,1,662459,microsofthelps,False,"@277845 Hi, Shayna. Is everything good on your end now? If not, reach out to us. If yes, please rate our support here: https://t.co/e6yGMjcIkI.",662460,1
1332,1,662470,microsofthelps,False,@277846 Hello there. Thank you for reaching out. Help is here. Are you getting any error messages? Sending us a screenshot will greatly help in providing you the right resolution. We'll keep an eye out for your response.,662471,6
1332,3,662468,microsofthelps,False,@277846 Got it. Let's get this issue resolved by following the troubleshooting steps found here: https://t.co/VD95rK5DBm. Let us know how it goes.,662469,6
1332,5,662466,microsofthelps,False,@277846 We understand. You may also try to run the System File Checker tool. Here's how: https://t.co/4cGs4fEHkZ. Keep us posted.,662467,6
1332,7,662464,microsofthelps,False,@277846 Thanks for the screenshot. Let’s sort this update error by referring to Yashwanth’s comment on this link: https://t.co/rz2pp217RK. Keep us posted.,662465,6
1332,9,662461,microsofthelps,False,@277846 We would like to know about your experience with the support here on Twitter: https://t.co/ezJBdBpoPk?. Thank you!,662462,6
1332,10,662463,microsofthelps,False,@277846 We need a more detailed support for this concern as all troubleshooting steps are not working. Let's get our experts from Answer Desk to help us out. You can start chatting with them on this link: https://t.co/w3QqlhTKhT.,662462,6
1333,1,662472,microsofthelps,False,@277847 We'd like to follow up on the status of your concern. Feel free to reach us back if you need further assistance.,662473,8
1333,2,662474,microsofthelps,False,"@277847 It's our pleasure to help. Windows 10 will notify you when the Fall Creators Update is available for your device. When the update is ready, you'll be asked to pick a time to install it. For more information about the update, check this link: https://t.co/zptSU3RFqq.",662473,8
1334,1,662475,microsofthelps,False,"@277848 We got you Ira. As for the replacement Surface Book that you got, what issues are you experiencing? Can you tell us more about it?",662477,4
1335,1,662478,microsofthelps,False,"@277849 We're here to help, Ria. Just to clarify, which version of Windows are you using?",662480,1
1335,3,662481,microsofthelps,False,@277849 Thank you for the info. Let's troubleshoot the issue. Please refer to this link for more details: https://t.co/v644buC5Ub. Let us know how it goes. https://t.co/3qcAsLFkaY,662479,1
1335,4,662482,microsofthelps,False,@277849 Help us improve our Twitter support by answering our survey on this link: https://t.co/H8mhZOzCat. Thank you. https://t.co/3qcAsLFkaY,662479,1
1336,1,662492,microsofthelps,False,"@277850 We want to know the different chapter of the story, Sarah. To clarify, how long have you been stuck on this update? Which type of network connection are you using? Are you getting any error messages prior to the issue? If yes, can you send us a screenshot of it?",662493,6
